,url,content
0,https://v.daum.net/v/20220615235501231,"한국산 가상자산 ‘루나’ 폭락 사태를 수사 중인 검찰이 15일 권도형 테라폼랩스 대표의 탈세 의혹 수사를 위해 서울지방국세청을 압수수색해 관련 자료를 확보한 것으로 파악됐다. 서울남부지검 금융·증권범죄합동수사단(합수단)은 이날 서울지방국세청 조사4국에서 권 대표에 대한 특별세무조사 자료 등을 확보했다. 서울지방국세청은 지난해 6월 탈세 혐의로 권 대표에 대한 특별세무조사를 벌였다. 이 과정에서 권 대표가 코인 거래로 얻은 수익을 싱가포르 법인에서 조세피난처인 버진아일랜드로 빼돌린 사실을 확인해 소득세, 법인세 등의 명목으로 500억원가량의 세금을 부과했다. 하지만 국세청은 당시 검찰에 고발 조치를 하지 않았다. 합수단은 이번 압수수색에서 이 자료 등을 확보한 것으로 알려졌다. 합수단은 루나 폭락 등으로 손실을 본 투자자들이 권씨와 테라폼랩스를 특정경제범죄 가중처벌법상 사기, 유사수신행위의 규제에 관한 법률 위반 혐의로 고소·고발함에 따라 수사에 착수했다. 검찰 관계자는 “압수수색 자료를 바탕으로 권 대표의 탈세 의혹과 테라폼랩스의 자금 흐름을 확인하고 있다”며 “권 대표가 증여세를 탈루했는지도 다시 살펴보겠다”고 밝혔다. 합수단은 최근 대검찰청에서 가상자산 관련 전문가를 파견받았다. 권 대표는 가족에게 코인을 증여해 아파트를 구입하는 등의 방식으로 증여세를 내지 않았다는 의혹도 받고 있다. 이광식 기자 bumeran@hankyung.com Copyrights 한경닷컴, 무단 전재 및 재배포 금지"
1,https://v.daum.net/v/20220615235046209,"[KBS 강릉]지난달(5월) 강원지역 고용률이 소폭 상승했습니다. 강원지방통계지청의 강원도 고용 동향을 보면, 지난달(5월) 강원도 고용률은 63.8%로 지난해 같은 기간보다 0.3%포인트 상승한 것으로 나타났습니다. 업종별로는 농림어업과 제조업, 전기와 운수, 통신, 금융업에서 취업자가 증가했고, 건설업과 도소매, 숙박음식점업 등에서는 취업자가 줄었습니다. 이영일 기자 (my1004@kbs.co.kr) 저작권자ⓒ KBS(news.kbs.co.kr) 무단복제-재배포 금지"
2,https://v.daum.net/v/20220615235012198,"[KBS 울산]현대미포조선은 국내 최초로 건조 중인 '전기 추진 여객선' 2척을 진수했다고 밝혔습니다. 해당 선박은 2만 5,000톤급 로로여객선 1척과 울산정보산업진흥원으로부터 수주한 2,400톤급 스마트 여객선 1척입니다. 현대미포조선은 이번에 건조된 여객선은 발전용 엔진과 축전지에서 선박 자체적으로 생산한 전기를 이용해 운항하는 친환경 여객선으로, LNG 이중 추진 엔진과 지능형 통합제어시스템 등을 장착했다고 설명했습니다. 이현진 기자 (hanky@kbs.co.kr) 저작권자ⓒ KBS(news.kbs.co.kr) 무단복제-재배포 금지"
3,https://v.daum.net/v/20220615234922181,"[KBS 울산] [앵커] 코로나19 종식 기대감 등으로 기업들이 고용을 늘리면서 지난달 울산의 취업자 수가 6년여 만에 가장 큰 폭으로 증가했습니다. 고용률도 60%에 육박하며 코로나19사태 이전 수준을 회복했습니다. 이현진 기자의 보도입니다. [리포트] 동남지방통계청 조사 결과 지난달 울산의 취업자 수는 57만 3천 명으로 전년 동월 대비 만 9천 명 늘었습니다. 이는 2만 천 명이 늘었던 2015년 12월 이후 6년 5개월 만에 가장 큰 증가폭입니다. 업종별로는 건설과 서비스업, 전기, 운수업 등에서 취업자 증가세가 두드러졌습니다. [맹진환/롯데백화점 홍보 책임 : ""코로나로 인해 침체됐던 유통가 경기가 되살아나기 시작하면서 당사도 판매·유통 관련 고용 인원을 현재 확대하고 있으며….""] 자영업자 등 비임금근로자가 줄어든 반면 상용직과 임시직을 중심으로 임금근로자가 크게 증가하면서 고용 호조세를 이끌었습니다. 지난해 초 56%까지 떨어졌던 울산의 고용률도 지난달에는 59.9%까지 상승하며 코로나19사태 이전인 2019년 말 수준을 회복했습니다. 하지만 전국 평균 고용률이 63%까지 오르며 역대 최고치를 기록한 것과 비교하면 울산의 고용 회복 속도가 다른 지역보다는 더딘 상황입니다. 지난달 울산의 실업자 수는 2만 천 명, 실업률은 3.5%를 기록했습니다. 다만 최근 역대급 물가 상승으로 인한 경기 둔화 우려가 커지고 있어서 이같은 고용 훈풍이 하반기까지 이어질 지는 미지수 입니다. KBS 뉴스 이현진입니다. 촬영기자:김용삼 이현진 기자 (hanky@kbs.co.kr) 저작권자ⓒ KBS(news.kbs.co.kr) 무단복제-재배포 금지"
4,https://v.daum.net/v/20220615234458155,"[서울경제] ◇정관계 박병석 전 국회의장, 이준석 국민의힘 대표, 정상화 공군 참모총장, 김형동 국민의힘 수석대변인, 최영범 대통령실 홍보수석비서관, 방기선 기획재정부 차관, 장영진 산업통상자원부 차관, 최성환 공군 우주센터장, 이경호 국방정보본부 위성사업추진단장, 박주봉 중소기업 옴부즈만, 김호일 무역보험공사 부사장 ◇금융계 나재철 금융투자협회 회장, 오화경 저축은행중앙회 회장, 손태승 우리금융지주 회장, 손병환 NH농협금융지주 회장, 허인 KB금융지주 부회장, 박성호 하나은행 행장, 이만열 미래에셋증권 대표, 이현승 KB자산운용 대표, 황현순 키움증권 대표, 이창근 다올투자증권 대표, 기동호 코리아에셋투자증권 대표, 정영채 NH투자증권 사장, 안준식 신한금융 부사장, 황규목 우리금융지주 부사장, 김기엽 KB국민카드 부사장, 류승헌 신한자산운용 부사장, 강왕락 코스닥협회 부회장, 양태영 한국거래소 부이사장, 홍우선 코스콤 대표, 신경철 삼정KPMG 부대표, 김성태 IBK기업은행 전무이사 ◇산업계 손경식 한국경영자총협회 회장, 김기문 중소기업중앙회 회장, 우태희 대한상공회의소 부회장, 권태신 전국경제인연합회 부회장, 서명교 대한주택건설협회 부회장, 이인용 삼성전자 사장, 윤용철 SK수펙스추구협의회 부사장, 이영규 현대차그룹 부사장, 허정환 현대차그룹 부사장, 고수찬 롯데그룹 부사장, 여은주 GS그룹 부사장, 이나정 카카오 부사장, 금동근 두산 부사장, 정길근 CJ제일제당 부사장, 박효상 삼성SDI 부사장, 박철영 삼성SDS 부사장, 김형준 SK㈜ 부사장, 박현 SK하이닉스 부사장, 도훈 SK에코플랜트 부사장, 하주호 신라호텔 부사장, 이영목 쿠팡 부사장, 최명진 한컴인스페이스 대표, 김분희 한국여성벤처협회 회장, 서동면 에스원 부사장, 이병만 유한양행 부사장 ◇학계·문화계 오세정 서울대 총장, 권순기 경상국립대 총장, 김흥종 대외경제정책연구원 원장, 이태식 차기 한국과학기술단체총연합회 회장, 임운영 한국교원단체총연합회 회장 대행, 윤철호 대한출판문화협회 회장, 김병선 한국전자기술연구원 원장 대행, 김영철 한국연구재단 사무총장, 김종암 한국항공우주학회 회장 ◇법조계 정경택 김앤장 법률사무소 대표변호사, 유원규 법무법인 광장 대표변호사, 이숭희 법무법인 화우 대표변호사, 이영희 법무법인 바른 대표변호사, 임성택 법무법인 지평 대표변호사, 최재유 법무법인 세종 고문 ※지면 관계상 참석해주신 모든 분을 싣지는 못했습니다. 양해 부탁드립니다. 전희윤 기자 heeyoun@sedaily.com <©서울경제, 무단 전재 및 재배포 금지>"
5,https://v.daum.net/v/20220615234344149,"취약시설 발전기를 점검중인 전기안전공사 직원. ⓒ한국전기안전공사 한국전기안전공사가 여름철 재난재해 예방을 위한 특별안전관리 활동에 나선다. 전기안전공사는 6월 16일부터 8월 15일까지를 '여름철 전기안전 강조기간'으로 정하고 용수원 확보용 급수시설과 농사용 전기설비 등을 대상으로 특별 안전점검을 실시할 계획이다. 50년 만의 긴 가뭄과 역대 최저 강수량으로 어려움을 겪고 있는 전국 농어촌지역 주요 전기 시설물을 점검하며 피해확산을 예방하기 위한 차원이다. 공사는 비상·고지대 급수시설에 전담 안전관리자를 지정해 지방자치단체의 가뭄 대책을 지원하고 방치된 농업용 전기시설의 안전한 사용요령을 담은 소책자를 제작해 배포할 예정이다. 이와 함께 한여름 폭염에 대비해 정부·지방자치단체와 합동으로 안전점검을 펼치는 한편 대규모 정전사고 예방을 위한 전력계통 점검과 현장 실태점검도 병행할 방침이다. 공사는 이번 여름철 전기안전 강조기간 중 24시간 종합상황실을 운영하고 자체 재난대비 훈련을 통해 상황발생 시 신속한 상황전파와 출동체계를 확립할 수 있도록 만전을 기할 예정이다. Copyrights ⓒ (주)데일리안, 무단 전재-재배포 금지"
6,https://v.daum.net/v/20220615233701105,"(뉴욕=연합뉴스) 윤영숙 연합인포맥스 특파원 = 뉴욕증시는 연방준비제도(연준·Fed)의 연방공개시장위원회(FOMC) 정례회의 결과를 앞두고 상승했다. 15일(미 동부시간) 뉴욕증권거래소(NYSE)에서 오전 10시 29분 현재 다우존스30산업평균지수는 전장보다 334.19포인트(1.10%) 오른 30,699.02를 기록했다. 스탠더드앤드푸어스(S&P)500지수는 전장보다 48.45포인트(1.30%) 상승한 3,783.93을, 기술주 중심의 나스닥 지수는 전장보다 176.76포인트(1.63%) 반등한 11,005.10을 나타냈다. 이날 연준은 미 동부시간 오후 2시에 FOMC 결과를 내놓고, 30분 뒤에 제롬 파월 연준 의장이 기자회견에 나선다. 또한 위원들의 금리 전망치를 담은 점도표와 연준의 물가 및 성장률 전망치도 발표된다. 시장에서는 연준이 이번 회의에서 당초 계획인 0.5%포인트보다 많은 0.75%포인트 금리 인상에 나설 것으로 예상하고 있다. CME 페드워치에 따르면 금리선물 시장에서 트레이더들의 6월 0.75%포인트 금리 인상 가능성은 99%에 달한다. 이는 1주일 전 기록한 8.2%에서 크게 높아진 것으로 5월 소비자물가지수(CPI) 발표 이후 분위기가 급반전했음을 보여준다. 일각에서는 연준이 0.75%포인트 이상으로 금리를 인상함으로써 인플레이션 억제 의지를 보여줘 시장의 신뢰를 회복해야 한다고 주장하고 있다. 퍼싱스퀘어캐피털의 빌 애크먼 최고경영자(CEO)는 연준이 6월과 7월에 0.75%포인트 금리를 인상할 경우 시장의 신뢰를 회복할 수 있을 것이라면서도 이번과 다음 회의에서 1%포인트의 금리 인상이 더 나을 수 있다고 말했다. 시장은 일단 FOMC 결과를 앞두고 관망세에 들어갔다. 고강도 긴축에 대한 우려가 어느 정도 가격에 반영되면서 시장은 예상처럼 연준이 0.75%포인트 금리 인상에 나설지 주목하고 있다. 이날 발표된 미국의 소비 지표는 부진했다. 미 상무부에 따르면 5월 소매판매는 계절 조정 기준 전월보다 0.3% 줄어든 6천729억 달러로 집계됐다. 이는 월스트리트저널(WSJ) 전문가 예상치인 1.0% 증가보다 낮은 것으로 전달 수정치인 0.7% 증가에 비해서도 부진했다. 유럽중앙은행(ECB)이 비상 회의를 열고 유로존 주변국의 국채금리 급등에 대응해 시장 안정화 조치를 발표하면서 채권시장의 불안이 다소 완화됐다. ECB는 이날 기존 팬데믹긴급매입프로그램(PEPP)의 만기 도래 채권에 대한 재투자에 있어 유연성을 강화하고, 지역 간 분열을 방지하기 위해 새로운 시장 지원 도구를 마련하기로 했다. 이 같은 소식에 유로존 국채금리가 크게 하락하면서 미국의 국채금리도 동반 하락했다. 뉴욕증시 전문가들은 연준이 큰 폭의 금리 인상을 단행한다는 것은 물가 안정에 대한 연준의 의지를 드러내는 것이라고 말했다. LPL 파이낸셜의 퀸시 크로스비 수석 주식 전략가는 CNBC에 ""0.5%포인트 인상에서 0.75%포인트 인상으로 헤드라인이 바뀐 것은 냉엄한 현실을 반영하는 것이지만, 물가 안정을 달성하려는 연준의 의지를 반영한다""고 말했다. 그는 ""이는 여론 타진용 조치도 아니며, 실패할 아이디어도 아니다. 그냥 현실일 뿐이다""라고 말했다. 유럽증시는 일제히 올랐다. 독일 DAX지수는 1.94% 올랐고, 영국 FTSE지수는 1.72% 상승했다. 범유럽 지수인 STOXX600지수는 1.95% 오르고 있다. 국제유가는 소폭 하락했다. 7월물 서부텍사스산원유(WTI) 가격은 전장보다 0.71% 하락한 배럴당 118.16달러에, 8월물 브렌트유 가격은 전장보다 0.51% 밀린 배럴당 120.54달러를 나타냈다. NYSE 입회장에서 근무하는 트레이더의 모습 ysyoon@yna.co.kr ▶제보는 카톡 okjebo 저작권자(c)연합뉴스. 무단전재-재배포금지"
7,https://v.daum.net/v/20220615233622100,"한국가스안전공사가 15일 충북혁신도시 본사에서 주한 아세안 10개국 대사관의 대사급 모임인 ACS를 개최하고 참가자들과 함께 기념촬영을 하고 있다. ⓒ한국가스안전공사 한국가스안전공사는 15일 주한 아세안 10개국 대사관의 대사급 모임인 '아세안 서울 위원회(ACS, ASEAN Committee in Seoul)'를 충북혁신도시에 위치한 본사에서 개최했다. 이번 모임으로 한국의 가스안전관리 시스템과 공사가 시행하고 있는 에너지 복지 사업에 대해 소개하고 한국과 아세안간 가스안전 분야 협력을 공고히 하는 계기를 마련했다. ACS는 브루나이, 캄보디아, 인도네시아, 라오스, 말레이시아, 미얀마, 필리핀, 싱가포르, 태국, 베트남 아세안 10개국 주한대사가 주요 회원으로 있는 모임이다. 가스안전공사와 ACS의 인연은 2021년 11월 개최된 '제4차 한·아세안 에너지 안전정책 포럼'에서 한국의 수소경제 전환에 따른 안전관리 방안 및 탄소중립 로드맵에 대해 아세안 국가와 공유를 하면서 시작됐다. 이날 공사는 아세안 국가에 적용 가능하고 안전관리 수준을 향상시킬 수 있는 ▲KGS 코드에 의한 가스안전관리 체계 ▲가스안전관리 소외계층 대상 가스안전 복지 사업 ▲산업가스에 의한 위해예방을 담당하는 산업가스안전기술센터 등을 소개했다. 특히 개도국 경제가 급속히 발전하면서 산업가스의 수요와 사용량이 증가하고 있어 공사가 운영 중인 산업가스안전기술센터의 독성가스 중화, 잔가스처리 등에 대한 방법과 기술에 관심이 집중됐다. 공사는 10개국 주한대사의 방문을 계기로 아세안과 가스안전분야 교류협력 관계를 더욱 발전시켜 양질의 가스안전 분야 협력을 이루기를 기대했다. 아울러 우리나라 가스업계의 아세안 진출과 수출판로 개척에 기여해 신(新)정부의 '함께 번영하는 협력 네트워크 구축' 국정과제에 일조하겠다고 강조했다. 임해종 가스안전공사 사장은 ""요즘 같이 국제정세가 어지러운 때에 이번 만남을 계기로 공사와 아세안 간 활발한 기술정보 협력·교류로 국내 가스산업의 아세안 진출에 교두보가 돼 국익 향상에 기여할 수 있는 계기를 마련했다""고 밝혔다. 한편 가스안전공사는 2011년 베트남과 '가스안전 포괄적 교류협력 MOU' 체결을 계기로, 10여 년간 아세안 국가들과 ▲가스안전 정보 교류 및 네트워크 구축을 위한 에너지 안전정책 포럼 개최 ▲아세안 가스안전 제도 및 규정 개선 컨설팅 추진 ▲가스안전 인력양성 프로그램 운영 ▲아세안 국가 주요 가스시설 안전 진단 및 노하우 전수 등 다양한 방면에서 가스안전관리 협력을 지속해 나가고 있다. Copyrights ⓒ (주)데일리안, 무단 전재-재배포 금지"
8,https://v.daum.net/v/20220615232554038,"미국 뉴욕의 한 매장에서 소비자들이 물건을 구매하고 있다. /AP연합뉴스 40년 만에 생긴 최악의 인플레이션 속에 미국의 소비심리가 결국 마이너스를 기록했다. 미 상무부는 15일(현지시간) 5월 소매판매가 전월보다 0.3% 감소했다고 밝혔다. 블룸버그 통신 등 미 언론에 따르면 지난해 12월 이후 5개월 만에 감소한 것으로, 당초 0.1% 증가로 전망된 바 있다. 그간 미국의 소매판매는 1월 2.7%를 기록한 데 이어 2~4월도 상승세를 보여왔다. 미 언론은 심각한 인플레이션 속에 미국의 상품 수요가 둔화하기 시작한 것이라고 분석한다. 지난달 미 소비자물가지수(CPI)는 전년 동월 대비 8.6% 급등했다. 이는 1981년 12월 이후 최대폭으로 증가한 것이었다. 또 코로나19 사태로 억눌렸던 미국인들의 소비가 상품에서 여행 등 서비스로 옮겨갔다는 분석도 나온다. 특히 지난달 미국의 자동차 판매가 3.8% 급감한 것이 전체 소매판매를 낮추는 데 결정적 역할을 했다. 반면 러시아-우크라이나 전쟁 등으로 공급망 차질이 생기면서 휘발유 판매는 4%, 식료폼 판매는 1.2% 각각 증가했다. 소매판매는 미국 경제활동의 약 70%를 차지하는 소비자 지출 지표로, 미국 경제의 강세 여부를 판단하는 주요 단서로 분류된다. 이런 소매판매가 감소하면서 미국 경제에 대한 우려가 커질 것으로 전망된다. - Copyrights ⓒ 조선비즈 & Chosun.com, 무단 전재 및 재배포 금지 -"
9,https://v.daum.net/v/20220615231815009,"15일 울산 울주군에 위치한 에어프로덕츠코리아에서 이상훈 에너지공단 이사장(우측에서 두 번째)이 열사용기자재(강철노연온수 보일러)에 대한 안전검사 절차에 대해 설명을 듣고 있다. ⓒ한국에너지공단 한국에너지공단은 15일 에너지산업체의 열사용기자재 안전 점검을 위해 울산시 에어프로덕츠코리아 울산1·2공장을 방문했다. 에너지공단은 산업용 가스를 주로 생산하고 있는 에어프로덕츠코리아 울산1공장의 강철노연온수보일러(4.65MW) 검사주기가 도래(매년 1회 실시)함에 따라 안전검사를 실시했다. 또 안전사고 예방을 위해 보일러 내·외부 파손여부, 관내 부식 상태 등을 중점 점검했다. 공단은 기업 관계자의 사업장 안전교육을 받은 후 검사를 실시했으며 열사용기자재의 안전 관리 상태와 검사 결과를 공유했다. 설비의 에너지 효율 향상 방법, 지원제도 등에 대해 소개하고 기업의 애로사항 및 의견 등을 청취하는 시간도 가졌다. 에너지공단은 1980년부터 열사용기자재의 제조, 설치·시공 및 사용에서의 안전관리, 위해방지 또는 에너지이용의 효율관리가 필요한 기기의 검사를 수행하고 있다. 매년 약 7만건, 현재까지 누계 310만건의 검사를 진행해 국민의 안전 확보 및 에너지 이용 효율 향상에 기여하고 있다. 이상훈 에너지공단 이사장은 “그간 열사용기자재 안전 관리 및 에너지 효율 향상에 기여해온 기업의 노고에 감사드린다""며 ""우리 공단도 산업체와 함께 안전사고를 예방하고 국민의 안전과 재산을 보호하기 위해 안전관리에 더욱 협력하겠다""고 전했다. Copyrights ⓒ (주)데일리안, 무단 전재-재배포 금지"
